Nom,Type de bière,Type de bière précision,Degré d'alcool,Brasserie,Pays,Prix,Amertume,Acidité,Vivacité,Puissance,Rondeur,Fruité,Visuel,Odeur,Goût,Description,Url
STRAFFE HENDRIK QUADRUPPEL,BRUNE,QUADRUPLE,11.0,DE HALVE MAAN,BELGIQUE,3.3,4,4,2,10,8,4,"Robe proche du noir, reflets acajou, mousse blanc cassé épaisse","Arômes complexes, fruits, malt torréfié, café, épices, pointe liquoreuse","Puissante et onctueuse, notes de fruits noirs, châtaigne grillée, coriandre, épices, malt torréfié, alcool, finale amère","La brasserie De Halve Maan lança en 2010 la Straffe Hendrik Quadruppel. Pour la réalisation de cette bière, elle utilisa une très grande quantité de malt spéciaux, ainsi que des levures particulières qui confèrent à la bière une palette aromatique très complexe ainsi qu'une forte teneur en alcool.
Une fois le brassage achevé, la Straffe Hendrik Quadruppel est placée pendant une longue période au repos afin qu'elle puisse finir sa fermentation et développer l'ensemble de ses caractéristiques.
A la dégustation, cette bière brune possède une délicieuse robe marron, aux reflets acajous, liée à l'assemblage des différents malts qui la composent. Elle est recouverte d'une délicate et fine mousse blanche. Cette tête de mousse dévoile un bouquet aromatique complexe et intense. On y distingue facilement des arômes de fruits noirs et de malt torréfié. Des notes de café et d'épices viennent sublimer ce nez. Le tout bien que très puissant ne parvient pas à camoufler l'aspect alcooleux de la bière qui atteint 11° d'alcool. Une fois sur le palais, sa puissance n'est plus discutable. L'attaque de cette bière est tout d'abord fruitée, puis contrastée par d'intenses saveurs de malts torréfiés et de châtaignes grillées. Le tout est accompagné de notes épicées de coriandre.
Un incontournable pour les amateurs de bières fortes qui vous séduira par ses arômes complexes.",https://vandb.fr/straffe-hendrik-quadruppel.html
VEDETT IPA,AMBRÉE,IPA,5.5,DUVEL,BELGIQUE,2.55,6,2,4,4,4,6,"Robe ambrée, reflets cuivrés, légèrement trouble, fine mousse blanche","Arômes maltés, caramel, houblon, fruits, notes florales","Notes de fruits exotiques, agrumes, caramel, notes florales, amertume douce","La Vedett est confectionnée par la célèbre brasserie Duvel Moortgat en Belgique. Vous vous en doutez, cette bière n'a rien de banal.
La Vedett Extra Ordinary IPA possède une belle robe cuivrée légèrement trouble recouvert d'une fine mousse blanche. L’utilisation de différentes variétés et quantités de houblons, offre un mariage équilibré entre, d'une part des notes fruitées de fruits exotiques et d’agrumes, et d’autre part, un éventail d’arômes floraux, verts et frais. Cette bière belge offre une amertume douce mais affirmée qui s’intensifie en révélant des arômes de pamplemousse.
Une IPA unique qui vous ramènera au temps des longs voyages commerciaux en direction de l'Inde !",https://vandb.fr/vedett-ipa.html
MEMMINGER FLIGHT,BLANCHE,WEISSBIER,5.1,MEMMINGER,ALLEMAGNE,1.75,2,6,6,4,4,6,"Robe jaune pâle, trouble, mousse blanche épaisse","Arômes d'épices, de froment, banane, fruits secs, clou de girofle","Douce, rafraîchissante, onctueuse, arômes de banane, de blé, clou de girofle, épices, légèrement acidulée","La brasserie Memminger est implantée au sud de la Bavière. Sa position particulière lui permet de récupérer l'eau des Alpes. Cette eau particulièrement pure permet de brasser une bière de qualité supérieure. Bien sûr, l'eau à elle seule ne permet pas d’obtenir une telle qualité, le choix des ingrédients est également primordial. La brasserie se procure les meilleurs ingrédients de la région pour la production de ses bières.
La Flight offre des parfums plus prononcés que les autres bières de sa catégorie. Malgré ses arômes finement plus intenses, elle en reste pas moins douce et rafraîchissante.
La Memminger Flight possède une robe jaune pâle légèrement trouble dû à une absence de filtration. Elle possède un nez composé d'arômes de froment, d'épices, de banane, de fruits secs et de clou de girofle. Onctueuse et fraîche, elle révèle en bouche de délicates saveurs de banane, de blé, d'épices et de clou de girofle. Le tout est accompagné d'une légère acidité.",https://vandb.fr/memminger-flight.html
PAGE 24 BLONDE HILDEGARDE,BLONDE,BELGIAN PALE ALE,6.9,SAINT GERMAIN,FRANCE,2.8,6,2,4,6,6,6,"Robe blonde, légèrement trouble, mousse blanche généreuse","Arômes de houblon frais, agrumes, pain grillé, notes florales","Douce et ronde, notes maltées agréables, fruits, agrumes, houblon frais, notes florales, finales légèrement amère","La création de la brasserie St Germain rime également avec la sortie des cuves de la célèbre Page 24. Basée dans le nord de la France, la brasserie s'est engagée dans une démarche collective régionale pour favoriser l'utilisation des ressources de sa région.
La Page 24 est une bière de fermentation haute brassée à partir d'ingrédients issus de la région des Flandres. Elle a remporté depuis sa création en 2003 de nombreuses récompenses, primant à chaque fois sa qualité et son goût exquis.
A la dégustation, la Page 24 dévoile une délicieuse robe blonde légèrement trouble recouverte d'une épaisse tête de mousse. Au nez, elle dégage d'agréables arômes de houblons frais, d'agrumes et de pain grillé ainsi que de subtiles notes florales. Côté goût, elle présente un bel équilibre entre saveurs fruitées et maltées. Les houblons floraux utilisés lors du brassage lui apportent une légère amertume très appréciable qui offre un bel équilibre à cette bière.",https://vandb.fr/page-24-blonde-hildegarde.html
PETRUS TRIPLE,BLONDE,TRIPLE,8.0,DE BRABANDERE,BELGIQUE,2.35,4,4,4,6,6,4,"Robe blonde lumineuse, limpide, mousse blanche épaisse et persistante","Arômes de houblon frais, de malt, miel, épices, subtiles notes florales","Ronde et corsée, malt, épices, houblon frais, miel, notes florales, finale légèrement amère","Avec la volonté, on peut tout faire. C'est ainsi que Adolphe De Brabandere, fervent amateur de bières ouvrit sa propre brasserie en 1894 avec l'aide de son fils. Il lui donna son nom et commença immédiatement le brassage de ses recettes. Un siècle plus tard, la Brasserie De Brabandere a grandi et fait la fierté de toute la famille.
La Petrus tient son unicité de son brassage. En effet, elle est issue de l'association de trois variétés de houblons différentes. Ils donnent à la Petrus Triple un caractère très aromatique. Celui-ci est accentué par une seconde fermentation en bouteille.
A la dégustation, la Petrus Triple dévoile une robe blonde révélant à la lumière de doux reflets dorés. Recouverte d'une épaisse mousse blanche, elle offre au nez une symphonie aromatique orchestrée par des notes de houblons, de malts, de miel et d'épices. De subtiles touches florales viennent sublimer le tout. La bouche poursuit le nez tout en révélant une finale légèrement amère. L'ensemble donne une bière ronde et corsée.
Une triple au caractère bien trempé qui vous étonnera par ses arômes complexes.",https://vandb.fr/petrus-triple.html
QUEUE DE CHARRUE AMBRÉE,AMBRÉE,AMBER ALE,5.5,QUEUE DE CHARRUE,BELGIQUE,2.1,4,2,4,4,6,6,"Robe ambrée, reflets orangés, mousse blanche généreuse","Arômes de malt caramélisé, miel, houblon, notes fruités d'abricot et d'orange confites","Douce et ronde, Saveurs fruitées, orange confites, abricot, miel, notes caramélisées et épicées, finale peu amère","C'est la brasserie de Vanuxeem qui a l'honneur de compter dans ses rangs la célèbre Queue de Charrue. C'est d'ailleurs grâce à cette dernière que la brasserie existe encore aujourd'hui. En effet, la famille Vanuxeem avait cessé ses activités brassicoles pendant une vingtaine d'années à cause du vieillissement de ses installations et de la pression des grandes sociétés brassicoles. La création de la Queue de Charrue en 1986 lui offrit un nouveau souffle et relança la brasserie.
La Queue de Charrue est une bière ambrée, titrant à 5,5%. Sa belle couleur orangée et sa fine mousse blanche lui procure un corps léger. Elle dévoile de beaux arômes maltés et fruités. Les notes de miel et de houblons apportent de la subtilité à cette bière. Vous retrouverez en bouche les saveurs maltées accompagnées de notes de houblon et de miel. Sa pointe fruitée vous fera apprécier son caractère rafraîchissant.
Une belle ambrée au cœur belge !",https://vandb.fr/queue-de-charrue-ambree.html
MAREDSOUS 10 TRIPLE,BLONDE,TRIPLE,10.0,MAREDSOUS,BELGIQUE,2.8,4,2,4,10,8,6,"Robe orangée profonde, mousse blanche épaisse et crémeuse","Arômes d'épices, de caramel, de pain grillé, malt, fruits secs, raisins, levures","Ronde, puissante, chaleureuse, saveurs caramélisées, pain grillé, fruits secs, épices, finale longue et corsée","Brassée depuis 1963, la Maredsous 10 Triple est la troisième et la dernière de la gamme Maredsous. Bien que n'étant plus brassée au sein de la brasserie, la Maredsous 10 est toujours fabriquée de la même façon en respectant les traditions brassicoles des moines.
La Maredsous 10 est une bière triple d'abbaye brassée en Belgique par Duvel qui détient les droits de celle-ci depuis 1963. Elle bénéficie, après la fermentation, d'un affinage de deux mois qui lui permet d'enrichir son profil aromatique.
Sa robe orangée est recouverte d'une épaisse mousse blanche. La Maredsous 10 Triple dévoile au nez d'agréables arômes maltés, caramélisés et épicés auxquels s'ajoutent des notes de fruits secs, de raisins et de levures. Elle se montre, en bouche, puissante et chaleureuse. Son caractère malté lui confère une belle rondeur. Côté goût, on est confronté à un mélange subtil de saveurs caramélisées, de pain grillé, de fruits secs et d'épices. La finale de cette bière est longue et peu amère. Le tout est parfaitement équilibré.
Cette triple est un classique des bières abbaye.",https://vandb.fr/maredsous-10-triple.html
RIVIÈRE D'AIN ROUSSE,AMBRÉE,AMBER ALE,6.6,RIVIÈRE D'AIN,FRANCE,4.4,4,2,4,6,6,4,"Robe ambrée, reflets roux, trouble, mousse blanc cassé","Arômes de caramel, malt torréfié, café, sucre roux","Ronde et chaleureuse, notes de caramel, café, malt torréfié, sucre roux, fruits secs, finale longue et douce","L'histoire de la brasserie Rivière d'Ain a commencé officiellement en 2005 sous l'impulsion de Patrice Pobel. Ce dernier expérimenta des recettes pendant presque cinq ans avant de créer sa brasserie. Ces cinq années lui ont permis de créer la bière parfaite, celle qui répondait à toutes ses attentes et ses envies. Sa patience aura été payante puisque, aujourd'hui, ses bières sont considérées comme les meilleures du monde.
La Rivière d'Ain Rousse est l'une de ses plus belles créations. Elle a été élu meilleure bière du monde de sa catégorie en 2013. Brassée à partir de malt légèrement grillé, elle possède une belle robe ambrée aux reflets roux recouverte d'une délicate mousse blanche. Le nez offre une palette aromatique riche composés de notes de caramel, de malt torréfié, de café et de sucre roux. Ronde et chaleureuse, la bouche est dans la continuité du nez. Elle révèle de subtiles touches de fruits. La finale de cette bière est longue et douce.
L'une des meilleures rousse du monde !",https://vandb.fr/riviere-d-ain-rousse.html
HOPTIMISTA,BLONDE,IPA,6.6,EDGE BREWING,ESPAGNE,3.25,8,2,6,6,4,6,"Robe orangée, légèrement trouble, mousse blanche fine et persistante","Arômes floraux, de résine, de pin, d'agrumes et de citron","Saveurs citronnées, résineuses, légèrement épicées et d'agrumes, finale sèche et amère","La Hoptimista de la brasserIe barcelonaise Edge Brewing est une West Coast IPA aux inspirations américaines bien marquées. Facile à imaginer quand on sait que ce sont deux américains qui ont fondé la brasserie et que cette dernière est équipée de matériel provenant des États-Unis.
Avec sa robe orangée et légèrement trouble, la Hoptimista dévoile des arômes floraux, de pins et d'agrumes. L'utilisation du houblon américain cascade lui accorde en bouche des saveurs de citron et d'agrumes accompagnées de notes de pin et résineuses. Bien dry-hoppée, son amertume se veut contrôlée et sa complexité aromatique intense !
Ce n'est pas parce qu'il n'y a plus de houblons dans votre champ qu'il faut être pessimiste. Un optimiste penserait que c'est parce que tout a été utilisé dans la Hoptimista et qu'il va bientôt pouvoir en déguster une bien fraîche ;)",https://vandb.fr/hoptimista.html
SMOKE ON THE WATER,BLONDE,RAUCHBIER,6.0,DU GRAND PARIS,FRANCE,3.5,2,0,4,6,6,4,"Robe jaune orangée, fine mousse blanche","Arômes de malt fumée, pain toasté, notes de bois de hêtre.","Saveurs de malt fumé et toasté, notes de miel et de bois de hêtre","De la fumée sur l'eau et du feu dans le ciel, voila l'hommage que rend la chanson ""Smoke on the Water"" de Deep Purple au casino de Montreux. Dans un autre registre, la bière de la brasserie du Grand Paris qui porte le même nom, révèle une robe blonde foncée qui rappelle un peu les reflets des flammes. Au nez, ce sont des arômes de fumé et de toast qui dominent et sont accompagnés par de jolies nuances de bois de hêtre. On retrouve en bouche des saveurs identiques qui se lient avec intelligence à des saveurs maltées provenant de trois malts différents (Pils, Munich et Rauchmalt).
Délicatement fumée, cette réinterprétation française d'une Rauchbier saura raviver la flamme de l'amoureux de bière qui sommeil en vous.",https://vandb.fr/smoke-on-the-water.html
WAIMEA BAY,BLONDE,PALE ALE,4.7,DU GRAND PARIS,FRANCE,3.6,6,2,6,4,4,6,"Robe blonde claire et trouble, fine mousse blanche","Nez houblonné, de citron et de fruits de la passion","Saveurs de mangue et de fruits tropicaux, notes houblonnées, belle texture","Une bière artisanale de la brasserie du Grand Paris : la Waimea Bay, une oatmeal Pale Ale utilisant deux types de houblons : Waimea et Mosaïc !
Cette bière française et rafraîchissante, à la robe blonde claire et brumeuse, offre des arômes de citron et de fruits de la passion qui nous font voyager sous le soleil hawaïen ! En bouche, on retrouve une belle texture crémeuse grâce à l'utilisation de flocons d'avoine, des saveurs de mangue et de fruits de la passion !
Soudain, vous apercevez au large une série de vagues arriver et vous vous précipitez à nouveau dans l'eau avant de réussir votre premier ""tube"". Le pied !",https://vandb.fr/waimea-bay.html
