Nom,Type de rhum,Type de rhum précision,Degré d'alcool,Brasserie,Pays,Prix,Epicé/Boisé,Tourbé/Fumé,Fruité,Floral/Végétal,Vivacité,Sucrosité,Pâtissier,Visuel,Odeur,Goût,Ancienneté,Description,Url
TROIS RIVIÈRES DOUBLE WOOD 43%,AMBRÉ,RHUM - TRADITION FRANÇAISE,43.0,TROIS RIVIÈRES,FRANCE,28.9,6,0,0,0,6,0,0,Or clair,"Cacao, café","Chocolat, café, chêne",0,"L'appellation double wood s'utilisait à la base pour des whiskies ayant maturé dans deux types de barriques différentes, ce qui est aujourd'hui devenu monnaie courante dans l'univers du whisky et qui tend à se démocratiser dans l'univers du rhum.
Le Trois Rivières Double Wood mature d'abord 7 mois en grand foudre de chêne blanc américain de 400 hectos (ah oui quand même !), puis passe9 mois au chaud, tel un nouveau né, dans de petits fûts français ex-whisky de 200 litres, où les échanges avec le bois seront plus important et lui apporteront une structure évidente.
Même s'il est initialement pensé pour vos cocktails de type Old Fashioned ou Manhattan, ce rhum ne devrait pas vous décevoir si vous décidiez de le déguster pur ! Le nez évoque le vieillissement en bois américain, avec des notes chaudes de cacao, de café et de fruits secs. La bouche est soyeuse et bien structurée, avec des notes d'épices et de sucre chaud.
La finale et la longueur sont plus qu'honorable.
Double yes pour ce Double Wood !",https://vandb.fr/trois-rivieres-double-wood-43-.html
CLAIRIN COMMUNAL 43%,BLANC,RHUM - TRADITION FRANÇAISE,43.0,MULTIPLES,HAÏTI,35.9,8,0,8,8,10,0,4,Cristallin,"Canne à sucre, floral, poire","Vanille, fruité, floral, épicé, végétal",0,"Le Clairin est un rhum traditionnel produit uniquement sur l'île d'Haïti à partir de pur jus de canne à sucre, tout comme les rhums agricoles français. Le Clairin Communal est un assemblage des Clairins Sajous, Vaval, Casimir et Le Rocher, provenant des quatre communes différentes. Comme l'indique le slogan de la bouteille ""L'union fait la force"", l'idée de ce Clairin est de retranscrire la typicité de chacun de ses composants pour en tirer le meilleur.
Le fil rouge de ce rhum s'articule sans surprise autour de la canne à sucre fraîche. C'est avec une grande subtilité que ce Clairin dévoile peu à peu les différentes facettes qui composent sa palette aromatique. Les notes fruitées, florales, végétales, épicées ou encore miellées s'entremêlent dans une chorégraphie ou chacun joue un rôle bien précis, pour un résultat sans fausse note !",https://vandb.fr/clairin-communal-43-.html
RELICARIO SUPREMO 40%,AMBRÉ,RON - TRADITION ESPAGNOLE,40.0,OLIVER & OLIVER,RÉPUBLIQUE DOMINICAINE,69.0,6,2,10,0,4,4,0,Ambré foncé,"Vanille, coco, raisins secs, pruneaux, noix, amandes","Balsamique, chêne toasté, fruits secs, raisins doux, pointe de fumée",0,"Relicario est un rhum dominicain appartenant à Beveland Distillers. Il est distillé chez Oliver&Oliver, qui distille la quasi-totalité des rhums dominicains. Néanmoins, il reste peut-être l'un des meilleurs rhums de la distillerie.
Vieilli selon la méthode solera en assemblant des ron de 10 ans à 15 ans d'âge, Relicario supremo reste un rhum profond.
Le nez est fin et élégant. En bouche, la douceur prend le relais en alliant notes de chêne, fruits secs et notes fumées.
Un petit bijou de douceur qui se mariera parfaitement avec un dessert.",https://vandb.fr/relicario-supremo-40-.html
"SAINT JAMES 2008 V AND B BRUT DE FÛT 62,1%",AMBRÉ,RHUM - TRADITION FRANÇAISE,62.1,SAINT JAMES,FRANCE,89.9,8,6,8,0,10,0,4,Ambre soutenu,"Bois, notes fumées, fruits secs, moka, cacao amer, figue, datte, prune","Boisé, tanins, noix, noisettes, prune séchée, café, fumé, vieux tabac, boite à cigare",8,"La Maison Saint James possède en ses chais de précieux rhums qui font travailler l'imagination de plus d'un amateur. Nous avons eu la chance de pouvoir embouteiller brut de fût ce rhum en 2019, véritable coup de cœur lors de la dégustation de nos experts V and B.
Vieilli un peu plus de 10 ans en petit fûts de bourbon, ce brut de fût reste très accessible malgré son degré et exalte à merveille les notes torréfiées de Saint-James.
Le nez est explosif, complexe, avec beaucoup de promesses : moka, cacao, figue, datte, prune, bois, notes fumées. La bouche ne déçoit pas, avec de magnifiques notes torréfiées, des fruits à coque, de la prune séchée. La finale est tout aussi complexe, avec une longueur qu'on pourrait qualifier d'interminable.
Le succès ne s'est pas fait attendre pour cette édition limitée, profitez des dernières bouteilles disponibles !",https://vandb.fr/saint-james-2008-v-and-b-brut-de-fut-62-1-.html
GWAÏ PASSION & ANANAS 32%,PAILLE,ARRANGÉS,32.0,AUCUNE,FRANCE,31.0,0,0,10,0,4,8,0,Jaune,"Fruits exotiques, passion, ananas,","Fruits exotiques, passion, ananas, acidulé",0,"Les rhums Gwaï sont des arrangés réalisés grâce à la collaboration entre V and B et Brez'île.
C'est après une rencontre avec Alain que nous avons décidé de travailler main dans la main dans le développement d'une gamme de rhums arrangés juste pour vous chers VandBistes.
Nous la voulions la plus naturelle possible, pas de conservateur, pas d'additif, et surtout pas de colorant ou de filtration. Ce qui donne une couleur un peu trouble à nos rhums. C'est vrai, vous avez déjà vu des fruits coupés se conserver sans bouger d'un iota vous ?
Ici, nous vous présentons un mariage tout en exotisme. De l'ananas pour la douceur, des fruits de la passion pour relever le tout. On adoooooore ! Et vous ?",https://vandb.fr/gwai-passion-ananas-32-.html
MONTANYA ORO 40%,PAILLE,RUM - TRADITION ANGLAISE,40.0,MONTANYA DISILLERS,ETATS-UNIS,33.6,4,0,4,0,4,2,8,Or jaune,"piment rouge, café, caramel","Caramel, chocolat, ananas, vanille",1,"Tombée amoureuse de l'univers des rhums, la fondatrice Karen Hoskin de Montanya distillery a souhaité créer son univers dans sa région natale : le Colorado.
Les règles sont strictes : - Bouteille locale originaire du Colorado - Canne a sucre en provenance de Louisiane. - mélasse naturelle - Culture familiale - Eau provenant en direct de la fonte des neiges - la touche de miel du Colorado of course ! - pas de colorants ni de sucre ajouté (hormis le miel)
Le Montanya Oro est vieilli pendant un an dans des fûts américains aillant contenu du whisky. Le profil du rhum est donc un peu plus sec et plus corsé. Au nez, l'Oro présente des notes de mélasse et de bois. En bouche, les épices, le piment rouge, l'ananas, le chocolat et le café prennent le relais. La finale est soulignée par la vanille et le caramel.
Un rhum tout en gourmandise.",https://vandb.fr/montanya-oro-40-.html
OFFRIAN 12ANS 43%,AMBRÉ,RON - TRADITION ESPAGNOLE,40.0,OFFRIAN,PANAMA,49.0,8,0,4,0,0,6,4,"Ambré, reflets dorés","Epicé, vanille, café, boisé","Fruits à coque, cacao, épicé, boisé",12,"C'est l'association de trois compères qui donne naissance aux rhums Offrian. Corentin, Jordan et Marc, de grands voyageurs, ont rencontré au Panama le célèbre Don Pancho. Très peu connu en France, Don Pancho est pourtant une star locale au Panama, son titre de maître rhumier est largement mérité. Il est même reconnu comme faisant partie des meilleurs de sa catégorie dans le monde.
Tout cela devrait vous donner envie de découvrir ce Offrian 12 ans d'âge. Au nez, on découvre des notes de vanille, de caramel, d'épices et de bois dû à son vieillissement en fut de bourbon américain. En bouche, le cacao et les fruits à coques s'expriment pour laisser place à une finale épicée.",https://vandb.fr/offrian-12ans-43-.html
"TI GRAAL ANANAS FRAMBOISE 45,4%",AMBRÉ,ARRANGÉS,45.4,AUCUNE,FRANCE,43.0,0,0,10,4,8,2,0,Saumon,"Framboise fraîche, ananas rôti, canne fraîche","Puissante, équilibrée, fruits rouges, acidulé, velouté, ananas",0,"Accrochez vos ceintures, le puissant Ti Graal vous embarque !
La gamme Ti Graal pourrait presque être une catégorie à part dans l'univers des rhums arrangés puisqu'elle est réalisée à partir de rhum agricole brut de colonne. Ce type de rhum ne connait pas de réduction à la sortie de l'alambic et possède donc plus de puissance aromatique... mais aussi plus d'alcool (ils peuvent titrer à plus de 70 degrés).
Cette puissance va laisser au rhum plus de place pour s'exprimer, tout en exaltant les fruits de la recette !
Au nez, on plonge pleinement dans les saveurs annoncées de cet arrangé, avec de la canne fraîche, une framboise explosive et un ananas aux notes rôties. La bouche est un équilibre acidulé entre notes de fruits rouges, d'ananas et de canne fraîche. La finale est étonnamment persistante pour un arrangé.",https://vandb.fr/ti-graal-ananas-framboise-45-4-.html
TROIS RIVIÈRES CANNES BRÛLÉES 43%,BLANC,RHUM - TRADITION FRANÇAISE,43.0,LA MAUNY,FRANCE,31.0,0,6,0,8,6,0,0,Paille claire,"Rustique, paille, cuir","Notes de fumé, cuir, canne fraîche",0,"La Plantation Trois Rivières fait partie des plus anciennes de la Martinique, mais c'est surtout la plus grande d'entre elles !
Chez Trois Rivières, on sait apparemment apprendre de son passé pour avancer dans l'avenir (où quand la tradition d'hier devient l'innovation de demain ! ). C'est en effet en s'inspirant d'une ancienne méthode traditionnelle que Trois Rivières est arrivée à l'élaboration de son rhum Cannes Brûlées.
Le brûlage de cannes sur pied (et non pas le brûlage de pied sur canne, aïe !), est une méthode qu'utilisaient les coupeurs de cannes avant la récolte d'une variété particulièrement feuillue, la canne Rozeau, afin de faire disparaître ses feuilles particulièrement coupantes, mais aussi pour éloigner les serpents.
En réadaptant le procédé, Trois Rivières nous propose ici un rhum mono variétal tout à fait étonnant, avec une trame aromatique sauvage et fumée.
Le nez ouvre des notes végétales de cannes fraîches et de fleurs, puis les notes de fruits mûrs et de fruits à coque prennent le relais. La bouche est assez douce sur la canne puis les notes fumées entrent rapidement dans la danse, amenant avec elles des notes végétales ainsi que quelques notes organiques de cuir. La finale est longue et minérale, la fumée s'estompe petit à petit.",https://vandb.fr/trois-rivieres-cannes-brulees-43-.html
EL DORADO 15 ANS 43%,AMBRÉ,RUM - TRADITION ANGLAISE,43.0,DEMERARA DISTILLERS LIMITED,GUYANA,69.0,6,0,10,0,0,6,4,Roux,"Café serré, orange confites, amandes, chocolat noir, poivre, vanille","Fruits tropicaux braisés, épices douces, chêne, amandes",15,"El Dorado 15 ans est un rhum de tradition anglaise produit par la société Demerara Distillers Limited dans la distillerie Diamond en Guyane anglaise (Guyana). Vous entendrez peut-être parler de rhum ""Demerara"" en évoquant les rhums El Dorado, le nom d'une rivière située en Guyana dans une région favorable à la production de canne à sucre et très exploitée à l'époque coloniale. Le sucre Demerara devint le sucre roux des anglais, qui emploient encore ce terme de nos jours. Le long de cette rivière, de nombreuses distilleries furent créées afin de valoriser les mélasses (résidus issus de la production sucrière), qui étaient transformées en rhum pour les esclaves de l'époque ou pour la Royal Navy.En 1975, onze ans après l'indépendance de la Guyane anglaise, les distilleries fermèrent leurs portes et se regroupèrent sous une seule et unique enseigne, la Diamond Distillery. Cette distillerie possède ainsi divers alambics mythiques qui ont fait la réputation du rhum guyanais.
El Dorado 15 ans est un assemblage de rhums distillés dans 4 de ces célèbres alambics : Enmore, Diamond (alambics à colonne), Port Mourant et Versailles (alambics à repasse en bois). Vieillis uniquement en fûts de bourbon avant d'être assemblées, ces rhums chargés en esters (arômes lourds et prononcés) offre un résultat complexe sur des notes de fruits exotiques, d'épices douces, de toffee. Un savoir-faire historique et unique reconnu dans le monde entier qui vous régalera à chaque gorgée.",https://vandb.fr/el-dorado-15-ans-43-.html
ABUELO 15 ANS OLOROSO FINISH 40%,AMBRÉ,RON - TRADITION ESPAGNOLE,40.0,DON JOSE,PANAMA,79.9,4,0,10,0,4,2,6,Ambré,"Sherry, fruits secs, figues, dattes, épices, boisé, zeste d'agrumes","Vanille, caramel, fruits secs",15,"La maison panaméenne innove avec sa gamme ""Abuelo Finish collection"" de ron plus âgés que les versions précédentes et ayant connu un finish spécifique.
Trois versions vieillies 14 ans dans les meilleurs fûts du domaine, puis 1 an de maturation dans un fût de cognac, de porto, ou de xérès dans cette version.
Le nez est complexe avec de jolies notes de xérès, de bois mouillé et de zestes d’agrumes. La bouche est harmonieuse et délicate sur la vanille, les fruits secs, puis la finale nous ramène sur le sherry.
Une édition limitée à découvrir ou à offrir !",https://vandb.fr/abuelo-15-ans-oloroso-finish-40-.html
CARTAVIO SOLERA 40%,AMBRÉ,RON - TRADITION ESPAGNOLE,40.0,CARTAVIO,PÉROU,46.9,4,0,6,0,0,4,10,Ambré soutenu,"Toffee, noix, banane, épices","Élégante, équilibrée, fruitée, vanille, caramel",12,"C'est en 1929 que le rhum Cartavio voit le jour au Pérou, devenant au fil du siècle, un véritable ambassadeur des rhums d'Amérique latine.
Cartavio Solera est le digne représentant du style de la maison. Il est vieilli, comme son nom l'indique, selon la méthode Solera. Originaire de la région de Jerez en Espagne, cette technique permet au rhum de passer à travers différents fûts en cascade. Le rhum jeune est ainsi mêlé aux rhums plus vieux pour harmoniser les saveurs et obtenir un rhum doux et généreux.
Cartavio Solera est ainsi composé de rhums allant de 5 à 15 ans d'âge et propose un bouquet d'arômes épicés, marqué par des notes boisées et chocolatées.",https://vandb.fr/cartavio-solera-40-.html
TURQUOISE BAY 40%,AMBRÉ,RUM - TRADITION ANGLAISE,40.0,NON COMMUNIQUÉE,MAURICE,36.9,8,0,0,4,4,4,6,Or profond,"Canne fraîche, miel, pâtisseries sucrées, bois doux, épices","Pâtisseries, tabac blond, bois précieux",3,"On s'envole pour l'île Maurice, ses plages de sables blancs paradisiaques et ses eaux turquoises !
Turquoi Bay, un nom qui coule de source pour ce rhum dont l'origine mauricienne renferme les plus beaux paysages de carte postale. Ce Rum est issu d'un mélange de rhums traditionnels de mélasse vieux (entre 3 ans et 8 ans) et de rhums pur jus agricoles. Cet assemblage a bénéficié d'un finish à la fois en fût de chêne français mais également en fût de chêne américain.
Le nez nous plonge dans un océan de gourmandise, bercé entre vagues fraîches et pâtissières. La bouche nous conforte dans cet environnement fruité, rond et délicatement épicé.
Turquoise Bay se déguste pur, sur glace, ou en cocktail. Il s'accorde parfaitement avec un zeste d'orange.",https://vandb.fr/turquoise-bay-40-.html
ORAVA RESERVA ESPECIAL 40%,AMBRÉ,RON - TRADITION ESPAGNOLE,40.0,INCONNUE,RÉPUBLIQUE DOMINICAINE,56.0,6,0,10,4,0,6,0,Acajou,"Fruits exotiques, floral, boisé, épices","Fruité, cannelle, camomille, boisé",8,"Chez Orava, on ne triche pas !
Ce Ron affiche 8 ans d'âge et il s'agit d'un compte d'âge officiel. Après avoir été soigneusement sélectionné en République Dominicaine, ce rhum a terminé son affinage en France dans les chais de la maison Jouffe dont on ne présente plus le savoir-faire en matière de distillation et de vieillissement.
Au nez, on sent un meli-melo de fruits exotiques en pagaille accompagnées d'étonnantes notes de fleurs et d'arômes boisés.
La bouche généreuse influencée par les saveurs de fruits, d'épices douces etde fleurs (camomille) nous conduit dans une douceur réconfortante.
La finale nous laisse sur les notes d'épices douces, avec une belle longueur.",https://vandb.fr/orava-reserva-especial-40-.html
